WellID;Well1;Well2;Well4;WellName;ProspectName;ProspectID_OD-intern;ProspectPriorityIfSeveral_in_well;ProgRes;PrognosisID;PrognosisPriority;Operator;EvaluationYear;DataCompileDate;StructuralElementProvince;FrontierArea;LicenseRound1;LicenseRound2;SeismicDatabase_2D_3D;ProdLicenseID1;ProdLicenseID2;WellType_firm_contingent;SpudDate;CompletionDate;WaterDepth;StratigraphicAgeAtTD;TrapType;NPDPlay;NewPlay;ReservoirChron;ReservoirLithos;Source1Chron;Source1Lithos;Source2Chron;Source2Lithos;SealChron;SealLithos;ProbTecReservoir;ProbTecSource;ProbTecTrap;ProbTecTotal;CommentsProb;MainPhase;FractileResourceMin;FractileResourceMean;FractileResourceMax;GasMainMin;GasMainMean;GasMainMax;OilAssocMean;OilMainMin;OilMainMean;OilMainMax;GasAssocMean;RecoverGasMainMin;RecoverGasMainMean;RecoverGasMainMax;RecoverOilAssocMean;RecoverOilMainMin;RecoverOilMainMean;RecoverOilMainMax;RecoverGasAssocMean;FractileReservoirMin;FractileReservoirMean;FractileReservoirMax;TopProspectDepthMin;TopProspectDepthMean;TopProspectDepthMax;TopReservoirDepthMin;TopReservoirDepthMean;TopReservoirDepthMax;PressureReservoir;TempReservoir;RockVolMin;RockVolMean;RockVolMax;AreaMin;AreaMean;AreaMax;ThicknessMin;ThicknessMean;ThicknessMax;HCColProspMin;HCColProspMean;HCColProspMax;HCColWellMin;HCColWellMean;HCColWellMax;NetGrossMin;NetGrossMean;NetGrossMax;PorosityMin;PorosityMean;PorosityMax;WaterSatMin;WaterSatMean;WaterSatMax;BgMin;BgMean;BgMax;BoInvMin;BoInvMean;BoInvMax;GORGasMin;GORGasMean;GORGasMax;GOROilMin;GOROilMean;GOROilMax;Discovery;SurpriseDiscovery;ShowsOil;ShowsGas;OKRes;OKResP;OKResQ;OKCh;OKChPres;OKChMat;OKCHMig;OKTr;OKTrCl;OKTrTS;OKTrLS;DryComment;Comments
3243;25;11;22;25/11-22;AQ;1356;1;PROGNOSIS;Oil Case;2;HYDRO;1997;22.02.1999;UTSIRAHØGDA;No;13;;3D;169;1;;19980107;19980124;123;CRETACEOUS;1.3 Drape traps;NPC-1;No;PALEOCENE;HEIMDAL FM;UPPER JURASSIC;DRAUPNE FM;;;UPPER PALEOCENE;LISTA/SELE FM;0,8;0,22;0,9;0,16;AVO analysis;OIL;;;;;;;;;16,4;;;;;;;;;;;;;;;1896;;;1896;;200;74;;0,14;;;7;;;80;;;80;;;80;;;0,5;;;0,29;;;0,13;;;;;;0,93;;;;;;20;;;;;;;;;;;;;;;;;;
3243;25;11;22;25/11-22;AQ;1356;1;RESULT;Result;0;HYDRO;1998;22.02.1999;UTSIRAHØGDA;No;13;;3D;169;1;;19980107;19980124;123;CRETACEOUS;1.3 Drape traps;NPC-1;NO;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NO;NO;NO;NO;FAIL;FAIL;;Not relevant;;;;Not relevant;;;;Reservoir failed;
2269;30;3;6;30/3-6 S;I;330;1;Prognosis;Prog;1;STATOIL;1994;21.03.1997;BRAGEHORSTEN;No;4;;3D;52;1;;19931226;19940420;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;NO;MIDDLE JURASSIC;BRENT GP;UPPER JURASSIC;DRAUPNE FM;;;;;1;0,5;0,6;0,3;;OIL;;;;;0;;0;1,52;2,24;3,08;0,26;;;;;;;;;;;;;2900;;;2915;;;;0,02;0,03;0,06;;;;130;135;145;;;;;;;0,65;0,74;0,8;0,17;0,18;0,19;0,2;0,25;0,3;;;;0,66;0,69;0,71;;;;90;120;140;;;;;;;;;;;;;;;;;No full prospect analysis
2269;30;3;6;30/3-6 S;I;330;1;Result;Res;0;STATOIL;1994;21.03.1997;BRAGEHORSTEN;No;4;;3D;52;1;;19931226;19940420;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;NO;MIDDLE JURASSIC;BRENT GP;UPPER JURASSIC;DRAUPNE FM;;;;;;;;;;OIL;;;;;0;;0;2,7;3,9;5,2;1,4;;;;;;;;;;;;;;;;2961;;;;;;;;;;;361;;;;;;290;;0,5;0,75;0,95;0,14;0,16;0,19;0,2;0,27;0,35;;;;;0,51;;;;;;282;;YES;NO;;;OK;;;OK;;;;OK;;;;;
3176;30;3;7;30/3-7 A;B-PROSPEKTET;1221;2;PROGNOSIS;Prog-Etive-Gas;3;STATOIL;1996;20.04.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19971027;19980129;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;;MIDDLE JURASSIC;ETIVE FM;UPPER JURASSIC;DRAUPNE FM;;;UPPER-MIDDLE JURASSIC;HEATHER FM;0,7;0,27;0,7;0,13;;GAS;0,9;MEAN;0,1;0,18;0,27;0,37;0,19;;;;;0,05;0,08;0,11;0,06;;;;;1;ML;0;;3790;;;3950;;555;142;0,006;0,014;0,023;;;;10;16;20;140;170;190;0;10;20;0,85;0,95;1;0,11;0,12;0,14;0,25;0,4;0,5;0,0033;0,0036;0,004;;;;1000;1400;2000;;;;;;;;;;;;;;;;;;;;Progn.prior. Given by NPD based on P total.
3176;30;3;7;30/3-7 A;B-PROSPEKTET;1221;2;PROGNOSIS;Prog-Etive-Oil;3;STATOIL;1996;20.04.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19971027;19980129;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;;MIDDLE JURASSIC;ETIVE FM;UPPER JURASSIC;DRAUPNE FM;;;UPPER-MIDDLE JURASSIC;HEATHER FM;0,7;0,23;0,7;0,11;;OIL;0,9;MEAN;0,1;;;;;0,41;0,61;0,82;0,24;;;;;0,12;0,18;0,25;0,07;1;ML;0;;3790;;;3950;;555;142;0,006;0,014;0,023;;;;10;16;20;140;170;190;0;10;20;0,85;0,95;1;0,11;0,12;0,14;0,15;0,25;0,35;;;;0,4;0,5;0,6;;;;250;400;500;;;;;;;;;;;;;;;;;Progn.prior. Given by NPD based on P total.
3176;30;3;7;30/3-7 A;B-PROSPEKTET;1221;2;PROGNOSIS;Prog-Ness-Gas;2;STATOIL;1996;20.04.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19971027;19980129;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;;MIDDLE JURASSIC;NESS FM;UPPER JURASSIC;DRAUPNE FM;;;UPPER-MIDDLE JURASSIC;HEATHER FM;0,7;0,33;0,8;0,18;;GAS;0,9;MEAN;0,1;0,23;0,35;0,48;0,25;;;;;0,06;0,09;0,13;0,07;;;;;1;ML;0;;3635;;;3770;;550;141;0,025;0,052;0,082;;;;115;185;275;125;155;175;0;20;40;0,2;0,3;0,45;0,11;0,13;0,14;0,25;0,4;0,5;0,0033;0,0036;0,004;;;;1000;1400;2000;;;;;;;;;;;;;;;;;;;;Progn.prior. Given by NPD based on P total.
3176;30;3;7;30/3-7 A;B-PROSPEKTET;1221;2;PROGNOSIS;Prog-Ness-Oil;2;STATOIL;1996;20.04.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19971027;19980129;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;;MIDDLE JURASSIC;NESS FM;UPPER JURASSIC;DRAUPNE FM;;;UPPER-MIDDLE JURASSIC;HEATHER FM;0,7;0,27;0,8;0,15;;OIL;0,9;MEAN;0,1;;;;;0,51;0,77;1,07;0,3;;;;;0,13;0,21;0,29;0,08;1;ML;0;;3635;;;3770;;550;141;0,025;0,052;0,082;;;;115;185;275;125;155;175;0;20;40;0,2;0,3;0,45;0,11;0,13;0,14;0,15;0,25;0,35;;;;0,4;0,5;0,6;;;;250;400;500;;;;;;;;;;;;;;;;;Progn.prior. Given by NPD based on P total.
3176;30;3;7;30/3-7 A;B-PROSPEKTET;1221;2;PROGNOSIS;Prog-Oseb-Gas;3;STATOIL;1996;20.04.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19971027;19980129;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;;MIDDLE JURASSIC;OSEBERG FM;UPPER JURASSIC;DRAUPNE FM;;;UPPER-MIDDLE JURASSIC;HEATHER FM;0,6;0,27;0,8;0,13;;GAS;0,9;MEAN;0,1;0,5;0,71;0,93;0,5;;;;;0,14;0,21;0,29;0,15;;;;;1;ML;0;;3820;;;3970;;563;143;0,024;0,049;0,073;;;;75;110;145;140;170;190;0;20;40;0,6;0,7;0,85;0,11;0,12;0,14;0,25;0,4;0,5;0,0033;0,0036;0,004;;;;1000;1400;2000;;;;;;;;;;;;;;;;;;;;Progn.prior. Given by NPD based on P total.
3176;30;3;7;30/3-7 A;B-PROSPEKTET;1221;2;PROGNOSIS;Prog-Oseb-Oil;3;STATOIL;1996;20.04.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19971027;19980129;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;;MIDDLE JURASSIC;OSEBERG FM;UPPER JURASSIC;DRAUPNE FM;;;UPPER-MIDDLE JURASSIC;HEATHER FM;0,6;0,23;0,8;0,11;;OIL;0,9;MEAN;0,1;;;;;1,12;1,59;2,09;0,62;;;;;0,32;0,47;0,64;0,18;1;ML;0;;3820;;;3970;;563;143;0,024;0,049;0,073;;;;75;110;145;140;170;190;0;20;40;0,6;0,7;0,85;0,11;0,12;0,14;0,15;0,25;0,35;;;;0,4;0,5;0,6;;;;250;400;500;;;;;;;;;;;;;;;;;Progn.prior. Given by NPD based on P total.
3176;30;3;7;30/3-7 A;B-PROSPEKTET;1221;2;PROGNOSIS;Prog-Tarb-Gas;1;STATOIL;1996;20.04.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19971027;19980129;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;;MIDDLE JURASSIC;TARBERT FM;UPPER JURASSIC;DRAUPNE FM;;;UPPER-MIDDLE JURASSIC;HEATHER FM;0,7;0,34;0,8;0,19;;GAS;0,9;MEAN;0,1;0,18;0,29;0,4;0,2;;;;;0,05;0,09;0,12;0,06;;;;;1;ML;0;;3510;;;3640;;526;140;0,012;0,029;0,05;;;;80;125;185;110;140;160;0;10;30;0,35;0,45;0,55;0,11;0,13;0,14;0,25;0,4;0,5;0,0033;0,0036;0,004;;;;1000;1400;2000;;;;;;;;;;;;;;;;;;;;Progn.prior. Given by NPD based on P total.
3176;30;3;7;30/3-7 A;B-PROSPEKTET;1221;2;PROGNOSIS;Prog-Tarb-Oil;1;STATOIL;1996;20.04.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19971027;19980129;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;;MIDDLE JURASSIC;TARBERT FM;UPPER JURASSIC;DRAUPNE FM;;;UPPER-MIDDLE JURASSIC;HEATHER FM;0,7;0,26;0,8;0,15;;OIL;0,9;MEAN;0,1;;;;;0,41;0,64;0,88;0,25;;;;;0,12;0,19;0,27;0,07;1;ML;0;;3510;;;3640;;526;140;0,012;0,029;0,05;;;;80;125;185;110;140;160;0;10;30;0,35;0,45;0,55;0,11;0,13;0,14;0,15;0,25;0,35;;;;0,4;0,5;0,6;;;;250;400;500;;;;;;;;;;;;;;;;;Progn.prior. Given by NPD based on P total.
3176;30;3;7;30/3-7 A;B-PROSPEKTET;1221;2;RESULT;Result;0;STATOIL;1998;20.04.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19971027;19980129;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;;MIDDLE JURASSIC;BRENT GP;UPPER JURASSIC;DRAUPNE FM;;;UPPER-MIDDLE JURASSIC;HEATHER FM;;;;;;OIL;0,9;MEAN;0,1;0,2;0,72;1,39;0,12;;;;;0,02;0,07;0,15;0,01;;;;;1;ML;0;;3710;;;3808;;472;148;0,17;0,2;0,23;;;;220;240;260;110;130;140;100;120;130;0,01;0,05;0,4;0,1;0,12;0,14;0,3;0,45;0,6;;;;0,4;0,5;0,6;;;;130;180;200;YES;;;;;;;OK;;;;OK;;;;POOR RESERVOIR QUALITY;
3176;30;3;7;30/3-7 A;K-PROSPEKTET;1364;1;PROGNOSIS;Prog;1;STATOIL;1996;20.04.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19971027;19980129;175;LOWER JURASSIC;2.1 Pinch out traps;NJU-1;;UPPER JURASSIC;MUNIN FM;UPPER JURASSIC;DRAUPNE FM;;;UPPER JURASSIC;DRAUPNE FM;0,3;0,9;0,4;0,11;;OIL;0,9;MEAN;0,1;;;;;3,47;8,09;14,23;3,07;;;;;1,26;3,04;5,39;1,3;1;ML;0;;3240;;;3350;;478;135;0,09;0,156;1,05;;;;50;100;150;160;220;410;50;100;150;0,2;0,4;0,7;0,12;0,16;0,2;0,15;0,25;0,4;;;;0,45;0,55;0,75;;;;180;400;500;;;;;;;;;;;;;;;;;Outside NPD play.
3176;30;3;7;30/3-7 A;K-PROSPEKTET;1364;1;RESULT;Result;0;STATOIL;1998;20.04.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19971027;19980129;175;LOWER JURASSIC;2.1 Pinch out traps;NJU-1;;UPPER JURASSIC;MUNIN FM;UPPER JURASSIC;DRAUPNE FM;;;UPPER JURASSIC;DRAUPNE FM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NO;;NO;NO;FAIL;FAIL;;NOT RELEVANT;;;;NOT RELEVANT;;;;Reservoir not present;Outside NPD play.
3229;30;3;7;30/3-7 B;B NORD IDS;1365;2;PROGNOSIS;14973;1;STATOIL;1998;15.05.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19980520;19980804;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;NO;LOWER JURASSIC;DUNLIN GP;UPPER JURASSIC;DRAUPNE FM;;;LOWER JURASSIC;DRAKE FM;0,5;0,22;0,9;0,1;;GAS;0,9;MEAN;0,1;0,19;0,39;0,63;0,28;;;;;0,06;0,12;0,19;0,08;;;;;1;ML;0;;4040;;;4125;;465;152;0,01;0,039;0,083;;;;5;15;30;140;170;190;5;15;30;0,2;0,4;0,7;0,1;0,13;0,18;0,25;0,4;0,5;0,0033;0,0036;0,004;;;;1000;1400;2000;;;;;;;;;;;;;;;;;;;;
3229;30;3;7;30/3-7 B;B NORD IDS;1365;2;RESULT;Result;0;STATOIL;1999;30.06.2000;BRAGEHORSTEN;No;4;;3D;52;1;;19980520;19980804;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;NO;LOWER JURASSIC;DUNLIN GP;UPPER JURASSIC;DRAUPNE FM;;;LOWER JURASSIC;DRAKE FM;;;;;;GAS;0,9;MEAN;0,1;0,13;0,24;0,37;0,08;;;;;0,09;0,17;0,26;0,05;;;;;1;ML;0;;;;;4088,1;;533;154;0,003;0,01;0,023;0,5;1;1,5;;27,5;;40;70;90;;27,2;;0,6;0,8;0,9;0,14;0,16;0,18;0,2;0,3;0,35;0,0037;0,004;0,0045;;;;2500;3000;4000;;;;YES;;;;;;;;;;;;;;;;Lastet feil i Samba - til 30/3 C (ID: 1365) - skulle vært opprettet nytt prospekt.
3229;30;3;7;30/3-7 B;C-SEGMENTET;2951;1;PROGNOSIS;14962 DUNLIN-GAS;2;STATOIL;1998;15.05.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19980520;19980804;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;NO;LOWER JURASSIC;DUNLIN GP;UPPER JURASSIC;DRAUPNE FM;;;LOWER JURASSIC;DRAKE FM;0,4;1;0,3;0,12;;GAS;0,9;MEAN;0,1;1,79;4,61;7,84;3,28;;;;;1,06;2,77;4,73;1,01;;;;;1;ML;0;;3150;;;3160;;357;130;0,003;0,379;1,361;;;;20;120;360;20;120;360;20;120;350;0,35;0,45;0,55;0,11;0,13;0,14;0,25;0,4;0,5;0,0033;0,0036;0,004;;;;1000;1400;2000;;;;;;;;;;;;;;;;;;;;NPD prospect ID 1365 or 2951?
3229;30;3;7;30/3-7 B;C-SEGMENTET;2951;1;PROGNOSIS;14962 DUNLIN-OIL;1;STATOIL;1998;15.05.1999;BRAGEHORSTEN;No;4;;3D;52;1;;19980520;19980804;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;NO;LOWER JURASSIC;DUNLIN GP;UPPER JURASSIC;DRAUPNE FM;;;LOWER JURASSIC;DRAKE FM;0,4;1;0,3;0,12;;OIL;0,9;MEAN;0,1;;;;;3,96;10,14;17,37;3,03;;;;;1,31;3,47;6,01;1,03;1;ML;0;;3150;;;3160;;357;130;0,003;0,379;1,361;;;;20;120;360;20;120;360;10;120;350;0,35;0,45;0,55;0,11;0,13;0,14;0,15;0,25;0,35;;;;0,4;0,5;0,55;;;;200;300;400;;;;;;;;;;;;;;;;;NPD prospect ID 1365 or 2951?
3229;30;3;7;30/3-7 B;C-SEGMENTET;2951;1;RESULT;Result;0;STATOIL;1999;30.06.2000;BRAGEHORSTEN;No;4;;3D;52;1;;19980520;19980804;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;NO;LOWER JURASSIC;DUNLIN GP;UPPER JURASSIC;DRAUPNE FM;;;LOWER JURASSIC;DRAKE FM;;;;;;OIL;0,9;MEAN;0,1;;;;;;;;;;;;;;;;;;;;;;;;3126,8;;358;116,7;;;;;;;;44,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NO;;YES;;FAIL;OK;FAIL;OK;;;;OK;;;;;NPD prospect ID 1365 or 2951?
3229;30;3;7;30/3-7 B;L-PROSPEKTET Surprise;2952;0;RESULT;Res-Surprise;0;STATOIL;1999;30.06.2000;BRAGEHORSTEN;No;4;;3D;52;1;;19980520;19980804;175;LOWER JURASSIC;2.1 Pinch out traps;NRU,JM-1;NO;MIDDLE JURASSIC;BRENT GP;UPPER JURASSIC;DRAUPNE FM;;;UPPER JURASSIC;HEATHER FM;;;;;;GAS;0,9;MEAN;0,1;2,78;4,71;6,79;4,54;;;;;1,41;2,44;3,56;1,14;;;;;1;ML;0;;;;;3050,9;;357;116;0,09;0,34;0,65;;;;50;120;140;;;;;55,7;;0,4;0,55;0,65;0,14;0,16;0,18;0,2;0,25;0,35;0,004;0,0045;0,005;;;;800;1000;1500;;;;YES;YES;;;;;;;;;;;;;;Not prognosed;Not prognosed, surprise discovery.
2632;30;3;7;30/3-7 S;B-262;329;1;Prognosis;Prog-Gas;1;STATOIL;1995;21.03.1997;BRAGEHORSTEN;No;4;;3D;52;1;;19950921;19951212;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;NO;MIDDLE JURASSIC;BRENT GP;UPPER JURASSIC;DRAUPNE FM;;;;;0,8;0,495;0,6;0,24;;GAS;;;;;2,99;;2,12;;0;;0;;;;;;;;;;;;;3500;;;3560;;;;;0,179;;;1,12;;;275;;;190;;;;;0,4;0,8;0,9;0,12;0,14;0,18;0,25;0,4;0,5;0,00333;0,00364;0,004;;;;1000;1400;2000;;;;;;;;;;;;;;;;;;;;No range in volume estimations. Prospect resources calculated in 4 formations: here grouped together for whole Brent
2632;30;3;7;30/3-7 S;B-262;329;1;Prognosis;Prog-Oil;2;STATOIL;1995;21.03.1997;BRAGEHORSTEN;No;4;;3D;52;1;;19950921;19951212;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;NO;MIDDLE JURASSIC;BRENT GP;UPPER JURASSIC;DRAUPNE FM;;;;;0,8;0,405;0,6;0,19;;OIL;;;;;0;;0;;5,1;;1,98;;;;;;;;;;;;;3500;;;3560;;;;;0,179;;;1,12;;;275;;;190;;;;;0,4;0,8;0,9;0,12;0,15;0,18;0,3;0,45;0,5;;;;0,4;0,5;0,6;;;;250;400;500;;;;;;;;;;;;;;;;;No range in volume estimations.Prospect resources calculated in 4 formations: here grouped together for whole Brent
2632;30;3;7;30/3-7 S;B-262;329;1;Result;Res-Surprise;0;STATOIL;1995;21.03.1997;BRAGEHORSTEN;No;4;;3D;52;1;;19950921;19951212;175;LOWER JURASSIC;1.1.2 Downthrown traps;NRU,JM-1;NO;MIDDLE JURASSIC;JURASS. FAULT SLICES;UPPER JURASSIC;DRAUPNE FM;;;;;;;;;;OIL;;;;;;;;;;;;;;;;;;;;;;;;;;;3175;;;;;;;;;;;50;;;;;;;;;;;0,12;0,15;0,2;;0,15;;;;;;;;;;;;;;YES;YES;;;OK;;;OK;;;;OK;;;;3175-3720m (TD) well was in fault zone: H/C in 3 levels, B-prospect not reached.;3175-3720m (TD) well was in fault zone: H/C in 3 levels, B-prospect not reached.
4053;30;3;9;30/3-9;C-PROSPECT-263;530;1;PROGNOSIS;GAS;1;STATOIL;2000;01.03.2001;VIKINGGRABENEN;No;4;;3D;52;1;;20000424;20000701;123;LOWER JURASSIC;1.1.2 Downthrown traps;nru,jm-1;NO;MIDDLE JURASSIC;BRENT GP;UPPER JURASSIC;DRAUPNE FM;;;UPPER-MIDDLE JURASSIC;HEATHER FM;0,5;0,9;0,7;0,315;;GAS;0,9;MEAN;0,1;6;12,14;18,93;5,81;;;;;3,8;7,81;12,25;2,27;;;;;1;ML;0;;3550;;3695;3770;3845;700;143;0,091;0,562;1,352;1;5;9;180;200;220;150;300;450;;150;;0,4;0,5;0,6;0,16;0,19;0,21;0,21;0,29;0,38;0,0032;0,0033;0,0034;;;;1700;2100;2500;;;;;;;;;;;;;;;;;;;;
4053;30;3;9;30/3-9;C-PROSPECT-263;530;1;PROGNOSIS;OIL;2;STATOIL;2000;01.03.2001;VIKINGGRABENEN;No;4;;3D;52;1;;20000424;20000701;123;LOWER JURASSIC;1.1.2 Downthrown traps;nru,jm-1;NO;MIDDLE JURASSIC;BRENT GP;UPPER JURASSIC;DRAUPNE FM;;;UPPER-MIDDLE JURASSIC;HEATHER FM;0,5;0,1;0,7;0,035;;OIL;0,9;MEAN;0,1;;;;;8,42;17,16;26,78;6,01;;;;;2,93;6;9,35;2,1;1;ML;0;;3550;;3695;3770;3845;700;143;0,091;0,562;1,352;1;5;9;180;200;220;150;300;450;;150;;0,4;0,5;0,6;0,16;0,19;0,21;0,26;0,34;0,43;;;;0,42;0,46;0,5;;;;300;350;400;;;;;;;;;;;;;;;;;
4053;30;3;9;30/3-9;C-PROSPECT-263;530;1;RESULT;Result;0;STATOIL;2001;26.06.2001;VIKINGGRABENEN;No;4;;3D;52;1;;20000424;20000701;123;LOWER JURASSIC;1.1.2 Downthrown traps;nru,jm-1;NO;MIDDLE JURASSIC;BRENT GP;UPPER JURASSIC;DRAUPNE FM;;;UPPER-MIDDLE JURASSIC;HEATHER FM;;;;;;GAS;0,9;Mean;0,1;3,49;4,33;5,26;2,07;;;;;1,69;2,16;2,69;0,7;;;;;1;ML;0;;3600;;;3794,5;;654;134,3;0,25;0,358;0,379;4;4;4;120;148;170;198;199;200;;3;;0,3;0,35;0,5;0,14;0,17;0,21;0,21;0,35;0,38;0,0032;0,0033;0,0034;;;;1700;2100;2500;;;;YES;;;;OK;;;OK;;;;OK;;;;;'Gas down to' situation (down to 3818 MD RKB).
1855;30;6;24;30/6-24 S;DELTA;647;1;Prognosis;Prog;1;HYDRO;1991;10.04.1997;OSEBERGFORKBLOKKER;No;13;;3D;170;1;Yes;19911013;19911207;144;UPPER TRIASSIC;2.2 Subcrop traps;NRU,JM-1;NO;LOWER JURASSIC;Statfjord Gp;MIDDLE-UPPER JURASSIC;HUMBER GP;;;;;;;;0,08;;OIL/GAS;;;;;0;;0;;5;;3;;;;;;;;;;;;;3100;;;3300;;;;;0,25;;;;;;200;;;200;;;100;;;0,82;;;0,12;;;0,25;;;0,0038;;;0,7;;;;;;;;;;;;;;;;;;;;;;;;Differentiated probability not documented.
1855;30;6;24;30/6-24 S;DELTA;647;1;Result;Res;0;HYDRO;1991;10.04.1997;OSEBERGFORKBLOKKER;No;13;;3D;170;1;Yes;19911013;19911207;144;UPPER TRIASSIC;2.2 Subcrop traps;NRU,JM-1;NO;LOWER JURASSIC;Statfjord Gp;MIDDLE-UPPER JURASSIC;HUMBER GP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3418;;;;;;;;;;;253;;;0;;;0;;;0,69;;;0,178;;;;;;;;;;;;;;;;;NO;NO;YES;YES;OK;;;OK;;;;FAIL;;;;Reason for failure is probably leaking fault,;Reason for failure is probably leaking fault,
3578;30;6;25;30/6-25 S;Kappa Brent;632;1;PROGNOSIS;Model l  Oil/Gas;1;HYDRO;1998;10.09.1998;OSEBERGFORKBLOKKER;No;4;;3D;53;1;;19981126;19990106;105;JURASSIC;1.1.1 Upthrown traps;NRU,JM-1;NO;MIDDLE JURASSIC;BRENT GP;UPPER JURASSIC;DRAUPNE FM;;;Cretaceous;Shetland Gp;0,9;0,65;0,35;0,21;No DHI indicator observed;Oil/Gas;0,8;0,50;0,2;2,8;3,7;4,5;0,7;10,2;14,2;17,6;2,3;0,6;0,7;0,9;0,3;4;5,5;6,9;0,9;0,8;0,50;0,2;2467;2550;2633;2510;2593;2676;304;98;0,517;0,556;0,595;5;5;5;186;186;186;182;265;348;186;186;186;0,41;0,46;0,52;0,18;0,2;0,22;0,17;0,24;0,29;0,00435;0,00451;0,00455;0,63;0,654;0,679;4817;4997;5178;159;165;171;;;;;;;;;;;;;;;;;
3578;30;6;25;30/6-25 S;Kappa Brent;632;1;PROGNOSIS;Model lI  Oil/Gas;2;HYDRO;1998;10.09.1998;OSEBERGFORKBLOKKER;No;4;;3D;53;1;;19981126;19990106;105;JURASSIC;1.1.1 Upthrown traps;NRU,JM-1;NO;MIDDLE JURASSIC;BRENT GP;UPPER JURASSIC;DRAUPNE FM;;;Cretaceous;Shetland Gp;0,9;0,65;0,3;0,18;No DHI indicator observed;Oil/Gas;0,8;0,50;0,2;1,8;2,3;2,8;0,5;15,9;20,1;24,1;3,3;0,4;0,5;0,6;0,2;6,2;7,8;9,4;1,3;0,8;0,50;0,2;2467;2550;2633;2510;2593;2676;302;98;0,544;0,576;0,608;5,5;5,5;5,5;186;186;186;197;280;363;186;186;186;0,42;0,48;0,53;0,18;0,2;0,22;0,18;0,24;0,3;0,00435;0,00451;0,00467;0,631;0,654;0,678;4810;4995;5169;159;165;171;;;;;;;;;;;;;;;;;
3578;30;6;25;30/6-25 S;Kappa Brent;632;1;PROGNOSIS;Model lII  Oil/Gas;3;HYDRO;1998;10.09.1998;OSEBERGFORKBLOKKER;No;4;;3D;53;1;;19981126;19990106;105;JURASSIC;1.1.1 Upthrown traps;NRU,JM-1;NO;MIDDLE JURASSIC;BRENT GP;UPPER JURASSIC;DRAUPNE FM;;;Cretaceous;Shetland Gp;0,9;0,65;0,15;0,09;No DHI indicator observed;Oil/Gas;0,8;0,50;0,2;1,5;2,4;3,2;0,5;28;33,9;39,8;5,6;0,3;0,5;0,6;0,2;11,5;13,9;16,3;2,3;0,8;0,50;0,2;2467;2550;2633;2510;2593;2676;304;98;0,676;0,695;0,715;7,5;7,5;7,5;204;204;204;247;330;413;204;204;204;0,53;0,58;0,64;0,19;0,21;0,22;0,18;0,25;0,3;0,00446;0,00451;0,00467;0,631;0,654;0,678;4813;4994;5177;159;165;171;;;;;;;;;;;;;;;;;
